Date,Open,High,Low,Close,Adj Close,Volume
27/3/19,47.1875,47.439999,46.637501,47.1175,46.151005,119393600
28/3/19,47.237499,47.389999,46.8825,47.18,46.212219,83121600
29/3/19,47.4575,47.52,47.134998,47.487499,46.513416,94256000
1/4/19,47.91,47.919998,47.095001,47.810001,46.829304,111448000
2/4/19,47.772499,48.615002,47.762501,48.505001,47.510036,91062800
3/4/19,48.3125,49.125,48.287498,48.837502,47.835732,93087200
4/4/19,48.697498,49.092499,48.285,48.922501,47.918972,76457200
5/4/19,49.112499,49.275002,48.982498,49.25,48.239758,74106400
8/4/19,49.105,50.057499,49.084999,50.025002,48.998871,103526800
9/4/19,50.080002,50.712502,49.807499,49.875,48.85194,143072800
10/4/19,49.669998,50.185001,49.544998,50.154999,49.126194,86781200
11/4/19,50.212502,50.25,49.610001,49.737499,48.717262,83603200
12/4/19,49.799999,50.035,49.052502,49.717499,48.697666,111042800
15/4/19,49.645,49.962502,49.502499,49.807499,48.78582,70146400
16/4/19,49.865002,50.342499,49.639999,49.8125,48.790722,102785600
17/4/19,49.884998,50.845001,49.6525,50.782501,49.740826,115627200
18/4/19,50.779999,51.037498,50.630001,50.965,49.919586,96783200
22/4/19,50.7075,51.235001,50.584999,51.1325,50.083645,77758000
23/4/19,51.107498,51.9375,50.974998,51.869999,50.806026,93292000
24/4/19,51.84,52.119999,51.762501,51.790001,50.727665,70162400
25/4/19,51.7075,51.939999,51.279999,51.32,50.2673,74172800
26/4/19,51.224998,51.25,50.529999,51.075001,50.027325,74596400
29/4/19,51.099998,51.4925,50.965,51.1525,50.103237,88818800
30/4/19,50.764999,50.849998,49.7775,50.1675,49.138439,186139600
1/5/19,52.470001,53.827499,52.307499,52.630001,51.550426,259309200
2/5/19,52.459999,53.162498,52.032501,52.287498,51.214951,127985200
3/5/19,52.7225,52.959999,52.557499,52.9375,51.85162,83569600
6/5/19,51.072498,52.209999,50.875,52.119999,51.050892,129772400
7/5/19,51.470001,51.855,50.2075,50.715,49.674709,155054800
8/5/19,50.474998,51.334999,50.4375,50.724998,49.684498,105358000
9/5/19,50.099998,50.419998,49.165001,50.18,49.150684,139634400
10/5/19,49.355,49.712502,48.192501,49.294998,48.469784,164834800
13/5/19,46.927502,47.369999,45.712502,46.43,45.65274,229722400
14/5/19,46.602501,47.424999,46.352501,47.165001,46.375435,146118800
15/5/19,46.567501,47.9375,46.505001,47.73,46.930973,106178800
16/5/19,47.477501,48.1175,47.209999,47.52,46.724491,132125600
17/5/19,46.732498,47.724998,46.689999,47.25,46.459011,131516400
20/5/19,45.880001,46.087502,45.07,45.772499,45.006248,154449200
21/5/19,46.305,47,46.174999,46.650002,45.869057,113459200
22/5/19,46.165001,46.427502,45.637501,45.695,44.930046,118994400
23/5/19,44.950001,45.134998,44.452499,44.915001,44.163101,146118800
24/5/19,45.049999,45.535,44.654999,44.7425,43.993488,94858800
28/5/19,44.73,45.147499,44.477501,44.557499,43.811584,111792800
29/5/19,44.105,44.837502,44,44.345001,43.602642,113924800
30/5/19,44.487499,44.807499,44.1675,44.575001,43.828793,84873600
31/5/19,44.057499,44.497501,43.747501,43.767502,43.034817,108174400
3/6/19,43.900002,44.48,42.567501,43.325001,42.59972,161584400
4/6/19,43.860001,44.9575,43.630001,44.91,44.158184,123872000
5/6/19,46.07,46.247501,45.285,45.634998,44.871044,119093600
6/6/19,45.77,46.3675,45.537498,46.305,45.529827,90105200
7/6/19,46.627499,47.98,46.442501,47.537498,46.741699,122737600
10/6/19,47.952499,48.842499,47.904999,48.145,47.339031,104883600
11/6/19,48.715,49,48.400002,48.702499,47.887196,107731600
12/6/19,48.487499,48.9925,48.3475,48.547501,47.734787,73012800
13/6/19,48.674999,49.197498,48.400002,48.537498,47.724957,86698400
14/6/19,47.887501,48.397499,47.575001,48.185001,47.378368,75046000
17/6/19,48.224998,48.740002,48.0425,48.4725,47.661045,58676400
18/6/19,49.012501,50.072498,48.802502,49.612499,48.781967,106204000
19/6/19,49.919998,49.970001,49.327499,49.467499,48.639389,84496800
20/6/19,50.092499,50.1525,49.5075,49.865002,49.030235,86056000
21/6/19,49.700001,50.212502,49.537498,49.695,48.863079,191202400
24/6/19,49.634998,50.040001,49.5425,49.645,48.813919,72881600
25/6/19,49.607498,49.814999,48.822498,48.892502,48.07402,84281200
26/6/19,49.442501,50.247501,49.337502,49.950001,49.113811,104270000
27/6/19,50.072498,50.392502,49.892502,49.935001,49.099064,83598800
28/6/19,49.669998,49.875,49.262501,49.48,48.65168,124442400
1/7/19,50.7925,51.122501,50.162498,50.387501,49.543983,109012000
2/7/19,50.352501,50.782501,50.34,50.682499,49.834049,67740800
3/7/19,50.82,51.110001,50.672501,51.102501,50.247021,45448000
5/7/19,50.837502,51.27,50.724998,51.057499,50.202774,69062000
8/7/19,50.202499,50.349998,49.602501,50.005001,49.167892,101354400
9/7/19,49.799999,50.377499,49.702499,50.310001,49.467785,82312000
10/7/19,50.462502,50.932499,50.389999,50.807499,49.956955,71588400
11/7/19,50.827499,51.0975,50.427502,50.4375,49.593155,80767200
12/7/19,50.612499,51,50.549999,50.825001,49.974163,70380800
15/7/19,51.022499,51.467499,51,51.302502,50.44368,67789600
16/7/19,51.147499,51.5275,50.875,51.125,50.269142,67467200
17/7/19,51.012501,51.272499,50.817501,50.837502,49.986462,56430000
18/7/19,51,51.470001,50.924999,51.415001,50.554291,74162400
19/7/19,51.447498,51.625,50.59,50.647499,49.799641,83717200
22/7/19,50.912498,51.807499,50.9025,51.805,50.937756,89111600
23/7/19,52.115002,52.227501,51.822498,52.209999,51.335976,73420800
24/7/19,51.9175,52.287498,51.7925,52.1675,51.294189,59966400
25/7/19,52.2225,52.310001,51.682499,51.755001,50.888599,55638400
26/7/19,51.869999,52.432499,51.785,51.935001,51.065586,70475600
29/7/19,52.115002,52.66,52.110001,52.419998,51.542461,86693600
30/7/19,52.189999,52.540001,51.827499,52.195,51.321232,135742800
31/7/19,54.105,55.342499,52.825001,53.259998,52.368397,277125600
1/8/19,53.474998,54.5075,51.685001,52.107498,51.235191,216071600
2/8/19,51.3825,51.607498,50.407501,51.005001,50.151157,163448400
5/8/19,49.497501,49.662498,48.145,48.334999,47.525852,209572000
6/8/19,49.077499,49.517502,48.509998,49.25,48.425529,143299200
7/8/19,48.852501,49.889999,48.455002,49.759998,48.926994,133457600
8/8/19,50.049999,50.8825,49.8475,50.857498,50.006123,108038000
9/8/19,50.325001,50.689999,49.822498,50.247501,49.594051,98478800
12/8/19,49.904999,50.512501,49.787498,50.119999,49.468208,89927600
13/8/19,50.255001,53.035,50.119999,52.2425,51.563107,188874000
14/8/19,50.790001,51.610001,50.647499,50.6875,50.028328,146189600
15/8/19,50.865002,51.285,49.9175,50.435001,49.77911,108909600
16/8/19,51.07,51.790001,50.959999,51.625,50.953636,110481600
19/8/19,52.654999,53.182499,52.5075,52.587502,51.903625,97654400
20/8/19,52.720001,53.337502,52.580002,52.59,51.90609,107537200
21/8/19,53.247501,53.412498,52.900002,53.16,52.468678,86141600
22/8/19,53.297501,53.610001,52.6875,53.115002,52.424263,89014800
23/8/19,52.357498,53.012501,50.25,50.66,50.001186,187272000
26/8/19,51.465,51.797501,51.264999,51.622501,50.951172,104174400
27/8/19,51.965,52.137501,50.8825,51.040001,50.376244,103493200
28/8/19,51.025002,51.43,50.830002,51.3825,50.714291,63755200
29/8/19,52.125,52.330002,51.665001,52.252499,51.572975,83962000
30/8/19,52.540001,52.612499,51.799999,52.185001,51.506355,84573600
3/9/19,51.607498,51.744999,51.055,51.424999,50.756233,80092000
4/9/19,52.0975,52.369999,51.830002,52.297501,51.61739,76752400
5/9/19,53,53.4925,52.877499,53.32,52.626595,95654800
6/9/19,53.512501,53.605,53.127499,53.314999,52.621658,77449200
9/9/19,53.709999,54.110001,52.767502,53.5425,52.846199,109237600
10/9/19,53.465,54.195,52.927502,54.174999,53.47047,127111600
11/9/19,54.517502,55.927502,54.432499,55.897499,55.17057,177158400
12/9/19,56.200001,56.605,55.715,55.772499,55.047195,128906800
13/9/19,55,55.197498,54.255001,54.6875,53.976303,159053200
16/9/19,54.432499,55.032501,54.389999,54.974998,54.260071,84632400
17/9/19,54.990002,55.205002,54.779999,55.174999,54.45747,73274800
18/9/19,55.264999,55.712502,54.860001,55.692501,54.968235,101360000
19/9/19,55.502499,55.939999,55.092499,55.240002,54.521626,88242400
20/9/19,55.345001,55.639999,54.3675,54.432499,53.724625,221652400
23/9/19,54.737499,54.959999,54.412498,54.68,53.968906,76662000
24/9/19,55.2575,55.622501,54.297501,54.419998,53.712284,124763200
25/9/19,54.637501,55.375,54.285,55.2575,54.538898,87613600
26/9/19,55,55.235001,54.7075,54.9725,54.257603,75334000
27/9/19,55.134998,55.240002,54.32,54.705002,53.993587,101408000
30/9/19,55.224998,56.145,55.197498,55.9925,55.264339,103909600
1/10/19,56.267502,57.055,56.049999,56.147499,55.41732,139223200
2/10/19,55.764999,55.895,54.482498,54.740002,54.028126,138449200
3/10/19,54.607498,55.240002,53.782501,55.205002,54.48708,114426000
4/10/19,56.41,56.872501,55.9725,56.752499,56.014454,138478800
7/10/19,56.567501,57.482498,56.459999,56.764999,56.026794,122306000
8/10/19,56.455002,57.014999,56.0825,56.099998,55.370438,111820000
9/10/19,56.7575,56.947498,56.41,56.7575,56.01939,74770400
10/10/19,56.982498,57.610001,56.825001,57.522499,56.774445,113013600
11/10/19,58.237499,59.41,58.077499,59.052502,58.284546,166795600
14/10/19,58.724998,59.532501,58.6675,58.967499,58.200645,96427600
15/10/19,59.0975,59.412498,58.720001,58.830002,58.064941,87360000
16/10/19,58.342499,58.810001,58.299999,58.592499,57.830528,73903200
17/10/19,58.772499,59.037498,58.380001,58.82,58.055065,67585200
18/10/19,58.647499,59.395,58.572498,59.102501,58.3339,97433600
21/10/19,59.380001,60.247501,59.330002,60.127499,59.345562,87247200
22/10/19,60.290001,60.549999,59.904999,59.990002,59.209858,82293600
23/10/19,60.525002,60.810001,60.305,60.794998,60.004383,75828800
24/10/19,61.127499,61.200001,60.452499,60.895,60.103081,69275200
25/10/19,60.790001,61.682499,60.720001,61.645,60.843334,73477200
28/10/19,61.855,62.3125,61.68,62.262501,61.452797,96572800
29/10/19,62.2425,62.4375,60.642502,60.822498,60.031528,142839600
30/10/19,61.189999,61.325001,60.302502,60.814999,60.024124,124522000
31/10/19,61.810001,62.2925,59.314999,62.189999,61.381241,139162000
1/11/19,62.384998,63.982498,62.290001,63.955002,63.123295,151125200
4/11/19,64.332497,64.462502,63.845001,64.375,63.537827,103272000
5/11/19,64.262497,64.547501,64.080002,64.282501,63.446533,79897600
6/11/19,64.192497,64.372498,63.842499,64.309998,63.473675,75864400
7/11/19,64.684998,65.087502,64.527496,64.857498,64.206245,94940400
8/11/19,64.672501,65.110001,64.212502,65.035004,64.381958,69986400
11/11/19,64.574997,65.6175,64.57,65.550003,64.891792,81821200
12/11/19,65.387497,65.697502,65.230003,65.489998,64.832382,87388800
13/11/19,65.282501,66.195,65.267502,66.1175,65.45359,102734400
14/11/19,65.9375,66.220001,65.525002,65.660004,65.000694,89182800
15/11/19,65.919998,66.445,65.752502,66.440002,65.77285,100206400
18/11/19,66.449997,66.857498,66.057503,66.775002,66.104492,86703200
19/11/19,66.974998,67,66.347504,66.572502,65.904015,76167200
20/11/19,66.385002,66.519997,65.099998,65.797501,65.136803,106234400
21/11/19,65.922501,66.002502,65.294998,65.502502,64.844772,121395200
22/11/19,65.647499,65.794998,65.209999,65.445,64.787834,65325200
25/11/19,65.677498,66.610001,65.629997,66.592499,65.923813,84020400
26/11/19,66.735001,66.790001,65.625,66.072502,65.409035,105207600
27/11/19,66.394997,66.995003,66.327499,66.959999,66.287636,65235600
29/11/19,66.650002,67,66.474998,66.8125,66.141602,46617600
2/12/19,66.817497,67.0625,65.862503,66.040001,65.376869,94487200
3/12/19,64.577499,64.8825,64.072502,64.862503,64.211189,114430400
4/12/19,65.267502,65.827499,65.169998,65.434998,64.777939,67181600
5/12/19,65.947502,66.472504,65.682503,66.394997,65.728294,74424400
6/12/19,66.870003,67.75,66.824997,67.677498,66.997925,106075600
9/12/19,67.5,67.699997,66.227501,66.730003,66.059944,128042400
10/12/19,67.150002,67.517502,66.464996,67.120003,66.446022,90420400
11/12/19,67.202499,67.775002,67.125,67.692497,67.012764,78756800
12/12/19,66.945,68.139999,66.830002,67.864998,67.183548,137310400
13/12/19,67.864998,68.824997,67.732498,68.787498,68.096771,133587600
16/12/19,69.25,70.197502,69.245003,69.964996,69.262459,128186000
17/12/19,69.892502,70.442497,69.699997,70.102501,69.398575,114158400
18/12/19,69.949997,70.474998,69.779999,69.934998,69.23275,116028400
19/12/19,69.875,70.294998,69.737503,70.004997,69.302048,98369200
20/12/19,70.557503,70.662498,69.639999,69.860001,69.158508,275978000
23/12/19,70.1325,71.0625,70.092499,71,70.287064,98572000
24/12/19,71.172501,71.222504,70.730003,71.067497,70.353882,48478800
26/12/19,71.205002,72.495003,71.175003,72.477501,71.749733,93121200
27/12/19,72.779999,73.4925,72.029999,72.449997,71.722488,146266000
30/12/19,72.364998,73.172501,71.305,72.879997,72.148178,144114400
31/12/19,72.482498,73.419998,72.379997,73.412498,72.675339,100805600
2/1/20,74.059998,75.150002,73.797501,75.087502,74.333511,135480400
3/1/20,74.287498,75.144997,74.125,74.357498,73.61084,146322800
6/1/20,73.447502,74.989998,73.1875,74.949997,74.197395,118387200
7/1/20,74.959999,75.224998,74.370003,74.597504,73.848442,108872000
8/1/20,74.290001,76.110001,74.290001,75.797501,75.036385,132079200
9/1/20,76.809998,77.607498,76.550003,77.407501,76.630219,170108400
10/1/20,77.650002,78.167503,77.0625,77.582497,76.803459,140644800
13/1/20,77.910004,79.267502,77.787498,79.239998,78.444321,121532000
14/1/20,79.175003,79.392502,78.042503,78.169998,77.385063,161954400
15/1/20,77.962502,78.875,77.387497,77.834999,77.053429,121923600
16/1/20,78.397499,78.925003,78.022499,78.809998,78.018631,108829200
17/1/20,79.067497,79.684998,78.75,79.682503,78.88237,137816400
21/1/20,79.297501,79.754997,79,79.142502,78.347801,110843200
22/1/20,79.644997,79.997498,79.327499,79.425003,78.627464,101832400
23/1/20,79.480003,79.889999,78.912498,79.807503,79.006119,104472000
24/1/20,80.0625,80.832497,79.379997,79.577499,78.778435,146537600
27/1/20,77.514999,77.942497,76.220001,77.237503,76.461929,161940000
28/1/20,78.150002,79.599998,78.047501,79.422501,78.624992,162234000
29/1/20,81.112503,81.962502,80.345001,81.084999,80.27079,216229200
30/1/20,80.135002,81.022499,79.6875,80.967499,80.154472,126743200
31/1/20,80.232498,80.669998,77.072502,77.377502,76.600517,199588400
3/2/20,76.074997,78.372498,75.555,77.165001,76.39016,173985600
4/2/20,78.827499,79.910004,78.407501,79.712502,78.912079,136616400
5/2/20,80.879997,81.190002,79.737503,80.362503,79.55555,118826800
6/2/20,80.642502,81.305,80.065002,81.302498,80.486107,105425600
7/2/20,80.592499,80.849998,79.5,80.0075,79.39209,117684000
10/2/20,78.544998,80.387497,78.462502,80.387497,79.769165,109348800
11/2/20,80.900002,80.974998,79.677498,79.902496,79.287888,94323200
12/2/20,80.3675,81.805,80.3675,81.800003,81.170799,113730400
13/2/20,81.047501,81.555,80.837502,81.217499,80.592773,94747600
14/2/20,81.184998,81.495003,80.712502,81.237503,80.612625,80113600
18/2/20,78.839996,79.9375,78.652496,79.75,79.136566,152531200
19/2/20,80,81.142502,80,80.904999,80.282684,93984000
20/2/20,80.657501,81.162498,79.552498,80.074997,79.459068,100566000
21/2/20,79.654999,80.112503,77.625,78.262497,77.660507,129554000
24/2/20,74.315002,76.044998,72.307503,74.544998,73.971603,222195200
25/2/20,75.237503,75.6325,71.532501,72.019997,71.466019,230673600
26/2/20,71.6325,74.470001,71.625,73.162498,72.599739,198054800
27/2/20,70.275002,71.5,68.239998,68.379997,67.854019,320605600
28/2/20,64.315002,69.602501,64.092499,68.339996,67.814331,426884800
2/3/20,70.57,75.360001,69.43,74.702499,74.127892,341397200
3/3/20,75.917503,76,71.449997,72.330002,71.773636,319475600
4/3/20,74.110001,75.849998,73.282501,75.684998,75.102829,219178400
5/3/20,73.879997,74.887497,72.852501,73.230003,72.666725,187572800
6/3/20,70.5,72.705002,70.307503,72.2575,71.701706,226176800
9/3/20,65.9375,69.522499,65.75,66.542503,66.030655,286744800
10/3/20,69.285004,71.610001,67.342499,71.334999,70.786301,285290000
11/3/20,69.347504,70.305,67.964996,68.857498,68.327858,255598800
12/3/20,63.985001,67.5,62,62.057499,61.580158,418474000
13/3/20,66.222504,69.980003,63.237499,69.4925,68.95797,370732000
16/3/20,60.487499,64.769997,60,60.552502,60.086731,322423600
17/3/20,61.877499,64.402496,59.599998,63.215,62.728752,324056000
18/3/20,59.942501,62.5,59.279999,61.6675,61.193157,300233600
19/3/20,61.8475,63.209999,60.6525,61.195,60.724293,271857200
20/3/20,61.794998,62.9575,57,57.310001,56.869179,401693200
23/3/20,57.02,57.125,53.1525,56.092499,55.661041,336752800
24/3/20,59.09,61.922501,58.575001,61.720001,61.245258,287531200
25/3/20,62.6875,64.5625,61.075001,61.380001,60.907871,303602000
26/3/20,61.630001,64.669998,61.59,64.610001,64.113029,252087200
27/3/20,63.1875,63.967499,61.762501,61.935001,61.458603,204216800
30/3/20,62.685001,63.880001,62.349998,63.702499,63.212502,167976400
31/3/20,63.900002,65.622498,63,63.572498,63.083504,197002000
1/4/20,61.625,62.18,59.782501,60.227501,59.76424,176218400
2/4/20,60.084999,61.287498,59.224998,61.232498,60.761501,165934000
3/4/20,60.700001,61.424999,59.7425,60.352501,59.888275,129880000
6/4/20,62.724998,65.777496,62.345001,65.6175,65.11277,201820400
7/4/20,67.699997,67.925003,64.75,64.857498,64.358627,202887200
8/4/20,65.684998,66.842499,65.307503,66.517502,66.005852,168895200
9/4/20,67.175003,67.517502,66.175003,66.997498,66.482155,162116400
13/4/20,67.077499,68.425003,66.457497,68.3125,67.787041,131022800
14/4/20,70,72.0625,69.512497,71.762497,71.210495,194994800
15/4/20,70.599998,71.582497,70.157501,71.107498,70.560539,131154400
16/4/20,71.845001,72.050003,70.587502,71.672501,71.121201,157125200
17/4/20,71.172501,71.737503,69.214996,70.699997,70.156174,215250000
20/4/20,69.487503,70.419998,69.212502,69.232498,68.699974,130015200
21/4/20,69.07,69.3125,66.357498,67.092499,66.576424,180991600
22/4/20,68.402496,69.474998,68.050003,69.025002,68.494064,117057200
23/4/20,68.967499,70.4375,68.717499,68.7575,68.228622,124814400
24/4/20,69.300003,70.752502,69.25,70.7425,70.198349,126508800
27/4/20,70.449997,71.135002,69.987503,70.792503,70.247971,117087600
28/4/20,71.269997,71.457497,69.550003,69.644997,69.109299,112004800
29/4/20,71.182503,72.417503,70.972504,71.932503,71.379196,137280800
30/4/20,72.489998,73.6325,72.087502,73.449997,72.885025,183064000
1/5/20,71.5625,74.75,71.462502,72.267502,71.711632,240616800
4/5/20,72.292503,73.422501,71.580002,73.290001,72.726265,133568000
5/5/20,73.764999,75.25,73.614998,74.389999,73.817802,147751200
6/5/20,75.114998,75.809998,74.717499,75.157501,74.579391,142333600
7/5/20,75.805,76.292503,75.4925,75.934998,75.350914,115215200
8/5/20,76.410004,77.587502,76.072502,77.532501,77.144394,134048000
11/5/20,77.025002,79.262497,76.809998,78.752502,78.358284,145946400
12/5/20,79.457497,79.922501,77.727501,77.852501,77.462791,162301200
13/5/20,78.037498,78.987503,75.802498,76.912498,76.527496,200622400
14/5/20,76.127502,77.447502,75.3825,77.385002,76.997635,158929200
15/5/20,75.087502,76.974998,75.052498,76.927498,76.542412,166348400
18/5/20,78.292503,79.125,77.580002,78.739998,78.345848,135372400
19/5/20,78.7575,79.629997,78.252502,78.285004,77.893127,101729600
20/5/20,79.169998,79.879997,79.129997,79.807503,79.408005,111504800
21/5/20,79.665001,80.222504,78.967499,79.212502,78.815979,102688800
22/5/20,78.942497,79.807503,78.837502,79.722504,79.323433,81803200
26/5/20,80.875,81.059998,79.125,79.182503,78.786133,125522000
27/5/20,79.035004,79.677498,78.272499,79.527496,79.129402,112945200
28/5/20,79.192497,80.860001,78.907501,79.5625,79.16423,133560800
29/5/20,79.8125,80.287498,79.1175,79.485001,79.08712,153598000
1/6/20,79.4375,80.587502,79.302498,80.462502,80.059723,80791200
2/6/20,80.1875,80.860001,79.732498,80.834999,80.430351,87642800
3/6/20,81.165001,81.550003,80.574997,81.279999,80.873131,104491200
4/6/20,81.097504,81.404999,80.195,80.580002,80.176636,87560400
5/6/20,80.837502,82.9375,80.807503,82.875,82.460152,137250400
8/6/20,82.5625,83.400002,81.830002,83.364998,82.947685,95654400
9/6/20,83.035004,86.402496,83.002502,85.997498,85.567009,147712400
10/6/20,86.974998,88.692497,86.522499,88.209999,87.76844,166651600
11/6/20,87.327499,87.764999,83.870003,83.974998,83.554642,201662400
12/6/20,86.18,86.949997,83.555,84.699997,84.276009,200146000
15/6/20,83.3125,86.419998,83.144997,85.747498,85.31826,138808800
16/6/20,87.864998,88.300003,86.18,88.019997,87.579391,165428800
17/6/20,88.787498,88.849998,87.772499,87.897499,87.457504,114406400
18/6/20,87.852501,88.362503,87.305,87.932503,87.492332,96820400
19/6/20,88.660004,89.139999,86.287498,87.43,86.992348,264476000
22/6/20,87.834999,89.864998,87.787498,89.717499,89.268394,135445200
23/6/20,91,93.095001,90.567497,91.6325,91.173805,212155600
24/6/20,91.25,92.197502,89.629997,90.014999,89.564407,192623200
25/6/20,90.175003,91.25,89.392502,91.209999,90.753426,137522400
26/6/20,91.102501,91.330002,88.254997,88.407501,87.964951,205256800
29/6/20,88.3125,90.542503,87.82,90.445,89.992256,130646000
30/6/20,90.019997,91.495003,90,91.199997,90.743469,140223200
1/7/20,91.279999,91.839996,90.977501,91.027496,90.571838,110737200
2/7/20,91.962502,92.6175,90.910004,91.027496,90.571838,114041600
6/7/20,92.5,93.945,92.467499,93.462502,92.994652,118655600
7/7/20,93.852501,94.654999,93.057503,93.172501,92.706093,112424400
8/7/20,94.18,95.375,94.089996,95.342499,94.865234,117092000
9/7/20,96.262497,96.317497,94.672501,95.752502,95.273193,125642800
10/7/20,95.334999,95.980003,94.705002,95.919998,95.439842,90257200
13/7/20,97.264999,99.955002,95.2575,95.477501,94.999557,191649200
14/7/20,94.839996,97.254997,93.877502,97.057503,96.571655,170989200
15/7/20,98.989998,99.247498,96.489998,97.724998,97.235809,153198000
16/7/20,96.5625,97.404999,95.904999,96.522499,96.03933,110577600
17/7/20,96.987503,97.147499,95.839996,96.327499,95.845299,92186800
20/7/20,96.417503,98.5,96.0625,98.357498,97.865143,90318000
21/7/20,99.172501,99.25,96.7425,97,96.514442,103646000
22/7/20,96.692497,97.974998,96.602501,97.272499,96.785568,89001600
23/7/20,96.997498,97.077499,92.010002,92.845001,92.380234,197004400
24/7/20,90.987503,92.970001,89.144997,92.614998,92.151382,185438800
27/7/20,93.709999,94.904999,93.480003,94.809998,94.335396,121214000
28/7/20,94.3675,94.550003,93.247498,93.252502,92.785706,103625600
29/7/20,93.75,95.230003,93.712502,95.040001,94.564247,90329200
30/7/20,94.1875,96.297501,93.767502,96.190002,95.708496,158130000
31/7/20,102.885002,106.415001,100.824997,106.260002,105.728088,374336800
3/8/20,108.199997,111.637497,107.892502,108.9375,108.392181,308151200
4/8/20,109.1325,110.790001,108.387497,109.665001,109.116043,173071600
5/8/20,109.377502,110.392502,108.897499,110.0625,109.511551,121992000
6/8/20,110.404999,114.412498,109.797501,113.902496,113.332329,202428800
7/8/20,113.205002,113.675003,110.292503,111.112503,110.755638,198045600
10/8/20,112.599998,113.775002,110,112.727501,112.365448,212403600
11/8/20,111.970001,112.482498,109.107498,109.375,109.023705,187902400
12/8/20,110.497498,113.275002,110.297501,113.010002,112.647041,165944800
13/8/20,114.43,116.042503,113.927498,115.010002,114.64061,210082000
14/8/20,114.830002,115,113.044998,114.907501,114.538445,165565200
17/8/20,116.0625,116.087502,113.962502,114.607498,114.239403,119561600
18/8/20,114.352501,116,114.0075,115.5625,115.191338,105633600
19/8/20,115.982498,117.162498,115.610001,115.707497,115.335869,145538000
20/8/20,115.75,118.392502,115.732498,118.275002,117.895126,126907200
21/8/20,119.262497,124.8675,119.25,124.370003,123.970551,338054800
24/8/20,128.697495,128.785004,123.9375,125.857498,125.45327,345937600
25/8/20,124.697502,125.18,123.052498,124.824997,124.424088,211495600
26/8/20,126.18,126.9925,125.082497,126.522499,126.116135,163022400
27/8/20,127.142502,127.485001,123.832497,125.010002,124.608498,155552400
28/8/20,126.012497,126.442497,124.577499,124.807503,124.406647,187630000
31/8/20,127.580002,131,126,129.039993,128.625549,225702700
1/9/20,132.759995,134.800003,130.529999,134.179993,133.749039,152470100
2/9/20,137.589996,137.979996,127,131.399994,130.977966,200119000
3/9/20,126.910004,128.839996,120.5,120.879997,120.491753,257599600
4/9/20,120.07,123.699997,110.889999,120.959999,120.571503,332607200
8/9/20,113.949997,118.989998,112.68,112.82,112.457649,231366600
9/9/20,117.260002,119.139999,115.260002,117.32,116.943192,176940500
10/9/20,120.360001,120.5,112.5,113.489998,113.125496,182274400
11/9/20,114.57,115.230003,110,112,111.640282,180860300
